tweet,count
Wikileaks may have found the answer,9
Obama,3
https://t.co/xF0wv8Oa8q,24
Hillary's staff thought her email scandal might just blow over,15
Who would trust these people with national security? https://t.co/EvBCQoZRG2,31
A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT,32
https://t.co/00s5tgsXrM,19
They let Crooked &amp; the Gang off the hook for the crime,14
but it looks like the cover-up is just as bad,12
Unbelievable,5
https://t.co/eWjHoq20Dw,18
Election is being rigged by the media,12
in a coordinated effort with the Clinton campaign,15
by putting stories that never happened into news,13
Polls close,2
but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED,26
Media rigging election,8
Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show,22
Alec Baldwin portrayal stinks,8
Media rigging election,8
Thank you for sharing Amy,7
https://t.co/StfzCeaQgH,15
A great day in New Hampshire and Maine,9
Fantastic crowds and energy,8
#MAGA,4
Thank you Bangor,4
Maine,1
Get out &amp; #VoteTrumpPence16 on 11/8/16- and together we will MAKE AMERICA SAFE AND GREAT A… https://t.co/sUSh8v07MW,58
The failing @nytimes reporters don't even call us anymore,17
they just write whatever they want to write,10
making up sources along the way,9
Nothing ever happened with any of these women,13
Totally made up nonsense to steal the election,13
Nobody has more respect for women than me,12
The MOVEMENT in Portsmouth,6
New Hampshire w/ 7K supporters,13
THANK YOU,2
This is the biggest election of our lifetime… https://t.co/4otZyjYLc2,31
Landing in New Hampshire soon to talk about the massive drug problem there,18
and all over the country,7
The truth is a beautiful weapon,9
https://t.co/P7FrFhicvw,18
Mr,2
Trump removing the broken teleprompter in North Carolina-in front of a massive crowd,24
He goes on&amp;delivers the b… https://t.co/dyNxc1HDTW,26
Hillary Clinton should have been prosecuted and should be in jail,17
Instead she is running for president in what looks like a rigged election,19
Will be in Bangor,5
Maine today at 3pm- join me,9
"#MAGA
Tickets: https://t.co/NY7E1FBOB7 https://t.co/5TN2wvnR7J",50
This election is being rigged by the media pushing false and unsubstantiated charges,25
and outright lies,4
in order to elect Crooked Hillary,11
100% fabricated and made-up charges,14
pushed strongly by the media and the Clinton Campaign,14
may poison the minds of the American Voter,13
FIX,1
"Thank you @TrumpWomensTour!
#MakeAmericaGreatAgain https://t.co/R4oxaHpsAB",32
Thank you Charlotte,4
North Carolina,5
We are going to have an AMAZING victory on November 8th...because this is all… https://t.co/A7Ql7KuMfT,47
Make sure you're registered to vote,8
Let's #MakeAmericaGreatAgain,8
We can't afford more years of FAILURE,9
All info:… https://t.co/MgV5urLhB0,23
Thank you for your support Greensboro,9
North Carolina,5
Next stop - Charlotte,4
"#MAGA
https://t.co/3KWOl2ibaW https://t.co/jjde4W1hz2",43
"WHAT THEY ARE SAYING ABOUT THE CLINTON CAMPAIGN’S ANTI-CATHOLIC BIGOTRY: 
https://t.co/oRUlaT4zbn",40
Thank you to our U.S,7
Navy for protecting our country,10
both in times of peace &amp; war,8
Together,3
WE WILL MAKE AMERICA… https://t.co/v23jCl4tEQ,29
Join me live in Cincinnati,8
"Ohio!
#TrumpRally #MAGA
https://t.co/MzqgNNVfZb",27
Join me in Greensboro,6
North Carolina tomorrow at 2:00pm,14
"#TrumpRally
https://t.co/vpLryxCyoq https://t.co/dRra2AqayJ",39
Dem Gov,2
of MN,3
just announced that the Affordable Care Act (Obamacare) is no longer affordable,23
I've been saying this for years- disaster,10
"""This is a crossroads in the history of our civilization that will determine whether or not We The People reclaim c… https://t.co/a84WMHpSYy",53
Great event in Columbus- taking off for Cincinnati now,16
"Great new Ohio poll out- thank you!
OHIO NBC/WSJ/MARIST POLL
Trump 42% 
Clinton 41%",34
Just left a great rally in Florida - now heading to Ohio for two more,20
Will be there soon,4
I am making a major speech in West Palm Beach,12
Florida at noon,5
Tune in,2
Thank you,2
#MAGA #AmericaFirst https://t.co/fG313wjlKm,33
"Join me in Ohio &amp; Maine!
Cincinnati",13
"Ohio- tonight @ 7:30pm: https://t.co/XlHGD1VrMo
Bangor",32
Maine - Saturday @ 3pm… https://t.co/DYHPQYBwpK,24
The phony story in the failing @nytimes is a TOTAL FABRICATION,20
Written by same people as last discredited story on women,17
WATCH,1
"Why didn't the writer of the twelve year old article in People Magazine mention the ""incident"" in her story",30
Because it did not happen,7
I will be in Cincinnati,8
Ohio tomorrow night at 7:30pm- join me,16
"#OhioVotesEarly #VoteTrumpPence16 
Tickets:… https://t.co/Bp5iHKbT2d",37
The MOVEMENT in Lakeland,6
Florida,3
Voter registration extended to 10/18,14
REGISTER ASAP @ https://t.co/HfihPERFgZ &amp;… https://t.co/PygIlshrgv,41
The people of Cuba have struggled too long,11
Will reverse Obama's Executive Orders and concessions towards Cuba until freedoms are restored,27
PAY TO PLAY POLITICS,6
"
#CrookedHillary https://t.co/wjsl8ITVvk",24
Very little pick-up by the dishonest media of incredible information provided by WikiLeaks,30
So dishonest,4
Rigged system,3
Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them?,32
Thank you Florida- a MOVEMENT that has never been seen before and will never be seen again,24
Lets get out &amp;… https://t.co/t9XM9wFDZI,25
"Join me Thursday in Florida &amp; Ohio!
West Palm Beach",16
"FL at noon:
https://t.co/jwbZnQhxg9
Cincinnati",25
"OH this 7:30pm:
https://t.co/5w2UhalPIx",29
Wow,1
@CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders,32
Hillary &amp; CNN FRAUD,9
Thank you Texas,4
If you haven't registered to VOTE- today is your last day,15
Go to: https://t.co/HfihPEA3Sp &amp; get ou… https://t.co/gxbDRD4x2k,47
VOTER REGISTRATION DEADLINES TODAY,10
You can register now at: https://t.co/HfihPEA3Sp and get out to… https://t.co/LlFdF0DRX4,53
DON'T LET HER FOOL US AGAIN,7
https://t.co/3QSoADFh7S,18
"Crooked's State Dept gave special attention to ""Friends of Bill"" after the Haiti Earthquake",20
Unbelievable,5
https://t.co/opP2l8ln0J,21
I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks,28
She is unfit to run,6
In Texas now,4
leaving soon for BIG rally in Florida,11
The very foul mouthed Sen,6
John McCain begged for my support during his primary (I gave,16
he won),2
then dropped me over locker room remarks,10
13 states have voter registration deadlines TODAY: FL,16
OH,1
PA,1
MI,1
GA,1
TX,3
NM,2
IN,1
LA,1
TN,2
AR,1
KY,1
"SC.

Register: https://t.co/wAtnFpN6wL",24
Wow,1
Unbelievable,5
https://t.co/RcBPCcmwnD,16
Disloyal R's are far more difficult than Crooked Hillary,16
They come at you from all sides,7
They don’t know how to win - I will teach them,11
With the exception of cheating Bernie out of the nom the Dems have always proven to be far more loyal to each other than the Republicans,37
It is so nice that the shackles have been taken off me and I can now fight for America the way I want to,29
Our very weak and ineffective leader,12
Paul Ryan,3
had a bad conference call where his members went wild at his disloyalty,19
Despite winning the second debate in a landslide (every poll),17
it is hard to do well when Paul Ryan and others give zero support,18
Thank you Pennsylvania,6
This is a MOVEMENT like we have never seen before,13
"#VoteTrumpPence16 on 11/8/16- together,… https://t.co/x0197JL5RU",46
Is this really America? Terrible,11
https://t.co/WiwC61PIFu,20
Wow,1
"@CNN got caught fixing their ""focus group"" in order to make Crooked Hillary look better",25
Really pathetic and totally dishonest,12
"Debate polls look great - thank you!
#MAGA #AmericaFirst https://t.co/4peQ3Sswdz",37
CNN is the worst - fortunately they have bad ratings because everyone knows they are biased,25
https://t.co/oFRfNY2rUY,17
Paul Ryan should spend more time on balancing the budget,14
jobs and illegal immigration and not waste his time on fighting Republican nominee,24
Thank you for all of the great comments on the debate last night,15
Very exciting,5
Thank you St,3
Louis,2
"Missouri!
#MakeAmericaGreatAgain 
https://t.co/2llBltf0mE https://t.co/wBmVxf1a9D",49
"MY PRO-GROWTH Econ Plan:
✅Eliminate excessive regulations",17
"
✅Lean government!
✅Lower taxes!
#Debates … https://t.co/OchcnuSAgR",29
Hypocrite: @HillaryClinton is the single biggest beneficiary of Citizens United in history,32
by far,2
#debate #bigleaguetruth,8
Our country has the slowest growth since 1929,20
#BigLeagueTruth #debate,8
@AC360: “How can you unite a country if you’ve written off tens of millions of Americans?” #Deplorables #BigLeagueTruth #Debate,46
This country cannot take four more years of Barack Obama,15
#Debate,4
"We agree @POTUS-

""SHE'LL (Hillary Clinton) SAY ANYTHING &amp; CHANGE NOTHING",21
"IT'S TIME TO TURN THE PAGE"" -President Obama",12
If @HillaryClinton is president,11
she’ll be all talk and nothing will get done,11
#Debate #BigLeagueTruth,8
"FACT ✔️ on “red line” in Syria: HRC ""I wasn’t there."" Fact: line drawn in Aug ’12",21
HRC Secy of State til Feb ’13,12
https://t.co/4yZjH3TR5B,18
In my administration,7
EVERY American will be treated equally,14
protected equally,6
and honored equally #Debate #BigLeagueTruth,14
We cannot let this evil continue,10
#Debates2016 https://t.co/f6BxYyRJID,27
This is the definition of ransom ⬇ https://t.co/370piI2JLp,34
The world is most peaceful,6
and most prosperous when America is strongest,13
https://t.co/Y2Dx7xyBBs,21
"Here are Hillary Clinton's ""accomplishments"" at the State Department.
#Debates2016 #RattledHillary https://t.co/iouuqXYAdq",51
History lesson: There’s a big difference between Hillary Clinton and Abraham Lincoln,25
For one,2
his nickname is Hone… https://t.co/A5JDkz1eCE,25
We're going to cut taxes BIG LEAGUE for the middle class,14
"She's raising your taxes and I'm lowering your taxes!
https://t.co/ZwIkqNH2FX",32
"""YOU NEED BOTH A PUBLIC AND A PRIVATE POSITION""
@HillaryClinton #Debates2016 https://t.co/oI2qi2HAdO",48
Hypocrite,3
@HillaryClinton claims she needs a “public and a private stance” in discussions with Wall Street banks,25
#Debate,4
I hope when the MSM runs its “interruption counters” they consider the # of times the moderators interrupted me com… https://t.co/pHEjp8bZVP,53
@HillaryClinton - ITS CALLED EXTREME VETTING,12
#Debates2016 https://t.co/ueq7cbOg9Y,29
"@HillaryClinton #ICYMI- ""WE ARE NOT IN A NARRATIVE FIGHT.""
@Mike_Pence #MAGA https://t.co/FUQzXlyPwY",46
#CrookedHillary has FAILED all over the world,14
"􏰀 
#BigLeagueTruth #Debates2016 https://t.co/dalk9JKcFg",32
"@HillaryClinton is NOT above the law!
#Debates2016 https://t.co/4arYZcGgYZ",39
@HillaryClinton : Bill “clarified” what he meant when calling Obamacare a “disaster.” Actually “disaster” is pretty clear,35
#Debate,4
We must repeal Obamacare and replace it with a much more competitive,20
comprehensive,4
affordable system,6
#debate #MAGA,8
Obama and Clinton told the same lie to sell #ObamaCare,18
#Debates2016 https://t.co/vhOLtHrR66,28
ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?,23
#BigLeagueTruth #Debates,8
Hillary’s 33000 deleted emails about her daughter’s wedding,22
That’s a lot of wedding emails,9
#debate,4
Basically nothing Hillary has said about her secret server has been true,20
#CrookedHillary,7
If I win-I am going to instruct my AG to get a special prosecutor to look into your situation bc there's never been anything like your lies,42
Donald J,3
"Trump's History Of Empowering Women #BigLeagueTruth
https://t.co/oY2YSPz7nB",38
There’s never been anyone more abusive to women in politics than Bill Clinton.My words were unfortunate-the Clintons’ actions were far worse,38
I’m not proud of my locker room talk,10
But this world has serious problems,9
We need serious leaders,7
#debate #BigLeagueTruth,8
It’s this simple,5
“Make America Great Again.” #debate #BigLeagueTruth,16
"My team of deplorables will be taking over my Twitter account for tonight's #debate
#MakeAmericaGreatAgain",32
Join me on #FacebookLive as I conclude my final #debate preparations,23
https://t.co/gAbNvI8Fd7,19
"The Palestinian terror attack today reminds the world of the grievous perils facing Israeli citizens....continued:
https://t.co/d2Upx5FitC",52
Exclusive Video–Broaddrick,8
Willey,2
"Jones to Bill's Defenders: ‘These Are Crimes,’ ‘Terrified’ of ‘Enabler’ Hillary 
https://t.co/DMfLsIbtU1",37
"LA Times- USC Dornsife Sunday Poll: Donald Trump Retains 2 Point Lead Over Hillary:
https://t.co/n05rul4Ycw",40
So many self-righteous hypocrites,9
Watch their poll numbers - and elections - go down,11
"EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:
https://t.co/9j7f8VK9Md",49
"Tremendous support (except for some Republican ""leadership"")",16
Thank you,2
Thank you to my great supporters in Wisconsin,12
I heard that the crowd and enthusiasm was unreal,14
The media and establishment want me out of the race so badly - I WILL NEVER DROP OUT OF THE RACE,27
WILL NEVER LET MY SUPPORTERS DOWN,9
#MAGA,4
Certainly has been an interesting 24 hours,15
Here is my statement,5
https://t.co/WAZiGoQqMQ,16
Thoughts &amp; prayers with the millions of people in the path of Hurricane Matthew,20
Look out for neighbors,5
and listen… https://t.co/JqjyTiKicD,19
New National Rasmussen Poll: https://t.co/BnAveA5OuP,26
Thank you Tennessee,5
#MAGA https://t.co/OoDFmerQ5B,21
VOTE #TrumpPence16 on 11/8/16,16
https://t.co/12zAk8VmgK,17
'Donald Trump: A President for All Americans' https://t.co/3lU2vrUE3t,33
Volunteer to be a Trump Election Observer,13
"Sign up today!
#MakeAmericaGreatAgain
https://t.co/ZzFHlsWnh4",27
Praying for everyone in Florida,10
Hoping the hurricane dissipates,9
but in any event,6
please be careful,4
New Virginia poll- thank you,7
We are going to show the whole world that America is back – BIGGER,18
and BETTER,3
and S… https://t.co/2CikEXb0G7,23
Pennsylvania poll just released,8
"Two rallies there on Mon- join me!
Ambridge: https://t.co/TujWDWcgd3
Wilkes-Barre:… https://t.co/TeIeCttUpP",45
"Nation's Immigration And Customs Enforcement Officers (ICE) Make First-Ever Presidential Endorsement:
https://t.co/eO1UY5N9J1",50
Such a great honor,5
"
https://t.co/vt4AmLdkeP",19
Amazing rally in Reno,8
Nevada- thank you,5
Make sure you get out on 11/8 &amp; VOTE #TrumpPence16,20
Together,3
we will put… https://t.co/6gPJhb29xk,23
"Reuters polling just out- thank you!
#MakeAmericaGreatAgain https://t.co/UMY6kOiSTu",33
Thank you South Carolina,7
Everyone has to get out and VOTE on 11/8/16,18
"
#MakeAmericaGreatAgain… https://t.co/os7EmRCdPf",26
EARLY VOTING: MN &amp; IA already underway,16
more states coming up in the next week: OH,10
ME,1
AZ,1
IN — check w/local officials for details &amp; VOTE,17
"'Small business says Trump is their pick for president'
https://t.co/tzVN9QgPFS",32
Thank you @SenJohnMcCain for your kind remarks on the important issue of PTSD and the dishonest media,31
Great to be in Arizona yesterday,11
Bill Clinton is right: Obamacare is 'crazy',13
'doesn't work' and 'doesn't make sense',10
Thanks Bill for telling the truth,7
Thank you Henderson,5
NV,2
This is a MOVEMENT like never seen before,11
Watch some of the rally via my Facebook page:… https://t.co/dNF8G4VUqY,33
About to begin a rally here in Henderson,13
Nevada,3
New Reuters poll just out- thank you,8
Join the MOVEMENT:… https://t.co/uvbntNsxGl,24
Beautiful morning- thank you @ICLV,10
https://t.co/xzJhrLgjHP,14
The constant interruptions last night by Tim Kaine should not have been allowed,18
Mike Pence won big,4
Mike Pence won big,4
We should all be proud of Mike,7
"Clinton’s Top Aides Were Mired In Conflict Of Interest At The State Department: https://t.co/wWfdaECtVu
#VPDebate #BigLeagueTruth",45
"@HillaryClinton’s Careless Use Of A Secret Server Put National Security At Risk: https://t.co/OiAEMnrGcy #VPDebate
#BigLeagueTruth",51
"CLINTON IS WEAK ON NORTH KOREA:
https://t.co/8pRednmnFX #VPDebate",31
"CLINTON’S CLOSE TIES TO PUTIN DESERVE SCRUTINY:
https://t.co/wPYm5vQoyt #VPDebate",36
"Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:
https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate",51
"@timkaine is wrong for defense: 
https://t.co/QN9qqoq1kH 
#BigLeagueTruth #VPDebate",37
ICYMI: PENCE: I RAN A STATE THAT WORKED; KAINE RAN A STATE THAT FAILED,16
https://t.co/XuWaueNkH0,17
@timkaine is the ANTI-DEFENSE SENATOR,12
#VPDebate #BigLeagueTruth https://t.co/qWkvGFARA1,26
"CLINTON’S FLAILING SYRIA POLICY WAS JUDGED A FAILURE:
https://t.co/ICZxn7Q3vZ #VPDebate",41
